,WATER_SYSTEM_NUMBER,WATER_SYSTEM_NAME,CITY,COUNTY,ZIPCODE,CLASSIFICATION,POPULATION,SERVICE_CONNECTIONS,REGULATING_AGENCY,VIOLATION_NUMBER,VIOLATION_TYPE_NAME,ANALYTE_NAME,RESULT,MCL,VIOL_BEGIN_DATE,VIOL_END_DATE,ENF_ACTION_NUMBER,ENF_ACTION_ISSUE_DATE,ENF_ACTION_TYPE_ISSUED,viol_duration,respose_time,issue_action_time,NUM_ACTIVE_ISSUES
76,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800004,"MCL,  AVERAGE",TTHM,0.163 MG/L,0.080 MG/L,2013-04-01,2013-06-30,9800162,2014-11-07,STATE INTENTIONAL NO ACTION TAKEN,90.0,585.0,-495.0,15
77,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800004,"MCL,  AVERAGE",TTHM,0.163 MG/L,0.080 MG/L,2013-04-01,2013-06-30,9800171,2019-12-05,FORMAL ENFORCEMENT ACTION ISSUED,90.0,2439.0,-2349.0,15
78,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800004,"MCL,  AVERAGE",TTHM,0.163 MG/L,0.080 MG/L,2013-04-01,2013-06-30,912164,2008-10-30,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-1614.0,1704.0,15
79,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800005,"MCL,  AVERAGE",TTHM,0.160 MG/L,0.080 MG/L,2013-07-01,2013-09-30,9800171,2019-12-05,FORMAL ENFORCEMENT ACTION ISSUED,91.0,2348.0,-2257.0,18
80,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800005,"MCL,  AVERAGE",TTHM,0.160 MG/L,0.080 MG/L,2013-07-01,2013-09-30,9800162,2014-11-07,STATE INTENTIONAL NO ACTION TAKEN,91.0,494.0,-403.0,18
81,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800005,"MCL,  AVERAGE",TTHM,0.160 MG/L,0.080 MG/L,2013-07-01,2013-09-30,912164,2008-10-30,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1705.0,1796.0,18
82,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800006,"MCL,  AVERAGE",TTHM,0.153 MG/L,0.080 MG/L,2013-10-01,2013-12-31,9800171,2019-12-05,FORMAL ENFORCEMENT ACTION ISSUED,91.0,2256.0,-2165.0,21
83,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800006,"MCL,  AVERAGE",TTHM,0.153 MG/L,0.080 MG/L,2013-10-01,2013-12-31,9800162,2014-11-07,STATE INTENTIONAL NO ACTION TAKEN,91.0,402.0,-311.0,21
84,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800006,"MCL,  AVERAGE",TTHM,0.153 MG/L,0.080 MG/L,2013-10-01,2013-12-31,912164,2008-10-30,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1797.0,1888.0,21
85,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800007,"MCL,  AVERAGE",TTHM,0.138 MG/L,0.080 MG/L,2014-01-01,2014-03-31,9800171,2019-12-05,FORMAL ENFORCEMENT ACTION ISSUED,89.0,2164.0,-2075.0,24
86,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800007,"MCL,  AVERAGE",TTHM,0.138 MG/L,0.080 MG/L,2014-01-01,2014-03-31,912164,2008-10-30,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-1889.0,1978.0,24
87,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800007,"MCL,  AVERAGE",TTHM,0.138 MG/L,0.080 MG/L,2014-01-01,2014-03-31,9800162,2014-11-07,STATE INTENTIONAL NO ACTION TAKEN,89.0,310.0,-221.0,24
88,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800008,"MCL, LRAA",TTHM,0.360 MG/L,0.080 MG/L,2014-04-01,2014-06-30,9800163,2014-11-07,FORMAL ENFORCEMENT ACTION ISSUED,90.0,220.0,-130.0,27
89,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800008,"MCL, LRAA",TTHM,0.360 MG/L,0.080 MG/L,2014-04-01,2014-06-30,9800171,2019-12-05,FORMAL ENFORCEMENT ACTION ISSUED,90.0,2074.0,-1984.0,27
90,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800009,"MCL, LRAA",TTHM,0.250 MG/L,0.080 MG/L,2014-07-01,2014-09-30,9800171,2019-12-05,FORMAL ENFORCEMENT ACTION ISSUED,91.0,1983.0,-1892.0,29
91,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800009,"MCL, LRAA",TTHM,0.250 MG/L,0.080 MG/L,2014-07-01,2014-09-30,9800163,2014-11-07,FORMAL ENFORCEMENT ACTION ISSUED,91.0,129.0,-38.0,29
92,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800010,"MCL, LRAA",TTHM,0.220 MG/L,0.080 MG/L,2014-10-01,2014-12-31,9800163,2014-11-07,FORMAL ENFORCEMENT ACTION ISSUED,91.0,37.0,54.0,33
93,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800010,"MCL, LRAA",TTHM,0.220 MG/L,0.080 MG/L,2014-10-01,2014-12-31,9800171,2019-12-05,FORMAL ENFORCEMENT ACTION ISSUED,91.0,1891.0,-1800.0,33
94,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800011,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),0.075 MG/L,0.060 MG/L,2014-07-01,2014-09-30,9800163,2014-11-07,FORMAL ENFORCEMENT ACTION ISSUED,91.0,129.0,-38.0,29
95,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800011,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),0.075 MG/L,0.060 MG/L,2014-07-01,2014-09-30,9800171,2019-12-05,FORMAL ENFORCEMENT ACTION ISSUED,91.0,1983.0,-1892.0,29
96,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800012,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),0.0837 MG/L,0.060 MG/L,2014-10-01,2014-12-31,9800163,2014-11-07,FORMAL ENFORCEMENT ACTION ISSUED,91.0,37.0,54.0,33
97,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800012,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),0.0837 MG/L,0.060 MG/L,2014-10-01,2014-12-31,9800171,2019-12-05,FORMAL ENFORCEMENT ACTION ISSUED,91.0,1891.0,-1800.0,33
98,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800013,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),0.094 MG/L,0.060 MG/L,2015-01-01,2015-03-31,9800163,2014-11-07,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-55.0,144.0,37
99,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800013,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),0.094 MG/L,0.060 MG/L,2015-01-01,2015-03-31,9800171,2019-12-05,FORMAL ENFORCEMENT ACTION ISSUED,89.0,1799.0,-1710.0,37
100,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800014,"MCL, LRAA",TTHM,0.245 MG/L,0.080 MG/L,2015-01-01,2015-03-31,9800163,2014-11-07,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-55.0,144.0,37
101,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800014,"MCL, LRAA",TTHM,0.245 MG/L,0.080 MG/L,2015-01-01,2015-03-31,9800171,2019-12-05,FORMAL ENFORCEMENT ACTION ISSUED,89.0,1799.0,-1710.0,37
102,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800015,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),0.080 MG/L,0.060 MG/L,2015-04-01,2015-06-30,9800163,2014-11-07,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-145.0,235.0,41
103,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800015,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),0.080 MG/L,0.060 MG/L,2015-04-01,2015-06-30,9800171,2019-12-05,FORMAL ENFORCEMENT ACTION ISSUED,90.0,1709.0,-1619.0,41
104,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800016,"MCL, LRAA",TTHM,0.220 MG/L,0.080 MG/L,2015-04-01,2015-06-30,9800171,2019-12-05,FORMAL ENFORCEMENT ACTION ISSUED,90.0,1709.0,-1619.0,41
105,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800016,"MCL, LRAA",TTHM,0.220 MG/L,0.080 MG/L,2015-04-01,2015-06-30,9800163,2014-11-07,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-145.0,235.0,41
106,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800017,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),0.100 MG/L,0.060 MG/L,2015-07-01,2015-09-30,9800163,2014-11-07,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-236.0,327.0,45
107,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800017,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),0.100 MG/L,0.060 MG/L,2015-07-01,2015-09-30,9800171,2019-12-05,FORMAL ENFORCEMENT ACTION ISSUED,91.0,1618.0,-1527.0,45
108,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800018,"MCL, LRAA",TTHM,0.223 MG/L,0.080 MG/L,2015-07-01,2015-09-30,9800171,2019-12-05,FORMAL ENFORCEMENT ACTION ISSUED,91.0,1618.0,-1527.0,45
109,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800018,"MCL, LRAA",TTHM,0.223 MG/L,0.080 MG/L,2015-07-01,2015-09-30,9800163,2014-11-07,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-236.0,327.0,45
110,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800022,"MCL, LRAA",TTHM,0.233 MG/L,0.080 MG/L,2016-01-01,2016-03-31,9800171,2019-12-05,FORMAL ENFORCEMENT ACTION ISSUED,90.0,1434.0,-1344.0,49
111,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800022,"MCL, LRAA",TTHM,0.233 MG/L,0.080 MG/L,2016-01-01,2016-03-31,9800163,2014-11-07,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-420.0,510.0,49
112,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800024,"MCL, LRAA",TTHM,0.205 MG/L,0.080 MG/L,2017-01-01,2017-03-31,9800171,2019-12-05,FORMAL ENFORCEMENT ACTION ISSUED,89.0,1068.0,-979.0,59
113,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800024,"MCL, LRAA",TTHM,0.205 MG/L,0.080 MG/L,2017-01-01,2017-03-31,9800163,2014-11-07,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-786.0,875.0,59
114,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800025,"MCL, LRAA",TTHM,0.200 MG/L,0.080 MG/L,2016-10-01,2016-12-31,9800163,2014-11-07,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-694.0,785.0,55
115,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800025,"MCL, LRAA",TTHM,0.200 MG/L,0.080 MG/L,2016-10-01,2016-12-31,9800171,2019-12-05,FORMAL ENFORCEMENT ACTION ISSUED,91.0,1160.0,-1069.0,55
116,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800026,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),0.0998 MG/L,0.060 MG/L,2016-10-01,2016-12-31,9800171,2019-12-05,FORMAL ENFORCEMENT ACTION ISSUED,91.0,1160.0,-1069.0,55
117,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800026,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),0.0998 MG/L,0.060 MG/L,2016-10-01,2016-12-31,9800163,2014-11-07,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-694.0,785.0,55
118,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800027,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),0.095 MG/L,0.060 MG/L,2017-01-01,2017-03-31,9800171,2019-12-05,FORMAL ENFORCEMENT ACTION ISSUED,89.0,1068.0,-979.0,59
119,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800027,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),0.095 MG/L,0.060 MG/L,2017-01-01,2017-03-31,9800163,2014-11-07,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-786.0,875.0,59
120,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800028,"MCL, LRAA",TTHM,0.1725 MG/L,0.080 MG/L,2017-04-01,2017-06-30,9800163,2014-11-07,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-876.0,966.0,63
121,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800028,"MCL, LRAA",TTHM,0.1725 MG/L,0.080 MG/L,2017-04-01,2017-06-30,9800171,2019-12-05,FORMAL ENFORCEMENT ACTION ISSUED,90.0,978.0,-888.0,63
122,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800029,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),0.1075 MG/L,0.060 MG/L,2017-04-01,2017-06-30,9800163,2014-11-07,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-876.0,966.0,63
123,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800029,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),0.1075 MG/L,0.060 MG/L,2017-04-01,2017-06-30,9800171,2019-12-05,FORMAL ENFORCEMENT ACTION ISSUED,90.0,978.0,-888.0,63
124,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800030,"MCL, LRAA",TTHM,0.160 MG/L,0.080 MG/L,2017-07-01,2017-09-30,9800163,2014-11-07,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-967.0,1058.0,67
125,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800030,"MCL, LRAA",TTHM,0.160 MG/L,0.080 MG/L,2017-07-01,2017-09-30,9800171,2019-12-05,FORMAL ENFORCEMENT ACTION ISSUED,91.0,887.0,-796.0,67
126,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800031,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),0.102 MG/L,0.060 MG/L,2017-07-01,2017-09-30,9800163,2014-11-07,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-967.0,1058.0,67
127,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800031,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),0.102 MG/L,0.060 MG/L,2017-07-01,2017-09-30,9800171,2019-12-05,FORMAL ENFORCEMENT ACTION ISSUED,91.0,887.0,-796.0,67
128,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800032,"MCL, LRAA",TTHM,0.160 MG/L,0.080 MG/L,2017-10-01,2017-12-31,9800171,2019-12-05,FORMAL ENFORCEMENT ACTION ISSUED,91.0,795.0,-704.0,71
129,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800032,"MCL, LRAA",TTHM,0.160 MG/L,0.080 MG/L,2017-10-01,2017-12-31,9800163,2014-11-07,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1059.0,1150.0,71
130,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800033,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),0.102 MG/L,0.060 MG/L,2017-10-01,2017-12-31,9800163,2014-11-07,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1059.0,1150.0,71
131,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800033,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),0.102 MG/L,0.060 MG/L,2017-10-01,2017-12-31,9800171,2019-12-05,FORMAL ENFORCEMENT ACTION ISSUED,91.0,795.0,-704.0,71
132,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800034,"MCL, LRAA",TTHM,0.2333 MG/L,0.080 MG/L,2016-04-01,2016-06-30,9800171,2019-12-05,FORMAL ENFORCEMENT ACTION ISSUED,90.0,1343.0,-1253.0,51
133,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800034,"MCL, LRAA",TTHM,0.2333 MG/L,0.080 MG/L,2016-04-01,2016-06-30,9800163,2014-11-07,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-511.0,601.0,51
134,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800035,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),0.1247 MG/L,0.060 MG/L,2016-04-01,2016-06-30,9800171,2019-12-05,FORMAL ENFORCEMENT ACTION ISSUED,90.0,1343.0,-1253.0,51
135,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800035,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),0.1247 MG/L,0.060 MG/L,2016-04-01,2016-06-30,9800163,2014-11-07,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-511.0,601.0,51
136,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800037,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),0.105 MG/L,0.060 MG/L,2018-01-01,2018-03-31,9800171,2019-12-05,FORMAL ENFORCEMENT ACTION ISSUED,89.0,703.0,-614.0,75
137,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800037,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),0.105 MG/L,0.060 MG/L,2018-01-01,2018-03-31,9800163,2014-11-07,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-1151.0,1240.0,75
138,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800038,"MCL, LRAA",TTHM,0.120 MG/L,0.080 MG/L,2018-01-01,2018-03-31,9800171,2019-12-05,FORMAL ENFORCEMENT ACTION ISSUED,89.0,703.0,-614.0,75
139,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800038,"MCL, LRAA",TTHM,0.120 MG/L,0.080 MG/L,2018-01-01,2018-03-31,9800163,2014-11-07,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-1151.0,1240.0,75
140,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800039,"MCL, LRAA",TTHM,0.140 MG/L,0.080 MG/L,2018-04-01,2018-06-30,9800171,2019-12-05,FORMAL ENFORCEMENT ACTION ISSUED,90.0,613.0,-523.0,79
141,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800039,"MCL, LRAA",TTHM,0.140 MG/L,0.080 MG/L,2018-04-01,2018-06-30,9800163,2014-11-07,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-1241.0,1331.0,79
142,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800040,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),0.072 MG/L,0.060 MG/L,2018-04-01,2018-06-30,9800171,2019-12-05,FORMAL ENFORCEMENT ACTION ISSUED,90.0,613.0,-523.0,79
143,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800040,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),0.072 MG/L,0.060 MG/L,2018-04-01,2018-06-30,9800163,2014-11-07,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-1241.0,1331.0,79
144,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800041,"MCL, LRAA",TTHM,0.163 MG/L,0.080 MG/L,2018-07-01,2018-09-30,9800171,2019-12-05,FORMAL ENFORCEMENT ACTION ISSUED,91.0,522.0,-431.0,83
145,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800041,"MCL, LRAA",TTHM,0.163 MG/L,0.080 MG/L,2018-07-01,2018-09-30,9800163,2014-11-07,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1332.0,1423.0,83
146,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800042,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),0.070 MG/L,0.060 MG/L,2018-07-01,2018-09-30,9800163,2014-11-07,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1332.0,1423.0,83
147,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800042,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),0.070 MG/L,0.060 MG/L,2018-07-01,2018-09-30,9800171,2019-12-05,FORMAL ENFORCEMENT ACTION ISSUED,91.0,522.0,-431.0,83
148,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800043,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),0.064 MG/L,0.060 MG/L,2018-10-01,2018-12-31,9800171,2019-12-05,FORMAL ENFORCEMENT ACTION ISSUED,91.0,430.0,-339.0,87
149,CA1000019,FCSA #30/EL PORVENIR,THREE ROCKS,FRESNO,93608,COMMUNITY,185,56,DISTRICT 23 - FRESNO,9800044,"MCL, LRAA",TTHM,0.165 MG/L,0.080 MG/L,2018-10-01,2018-12-31,9800171,2019-12-05,FORMAL ENFORCEMENT ACTION ISSUED,91.0,430.0,-339.0,87
150,CA1000023,FCSA #14/BELMONT MANOR,FRESNO,FRESNO,93727,COMMUNITY,115,41,DISTRICT 23 - FRESNO,712003,STATE PRIMARY MCL VIOL - NOT CR6,"1,2,3-TRICHLOROPROPANE",0.015 UG/L,0.005 UG/L,2018-01-01,2018-03-31,1323003,2018-03-22,CA STATE ACTION ISSUED,89.0,80.0,9.0,0
151,CA1000042,FCWWD #40/SHAVER SPRINGS,PINERIDGE,FRESNO,93602,COMMUNITY,193,69,DISTRICT 23 - FRESNO,1223028,"MCL,  AVERAGE",ARSENIC,.01380000 MG/L,0.010 MG/L,2012-01-01,2012-03-31,1023361,2010-04-27,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-614.0,704.0,0
